,author,authorData,downloads,gated,id,inference,lastModified,likes,pipeline_tag,private,repoType,isLikedByUser,sizes,min_size,max_size,trending,mined_date
45,sdan,"{'avatarUrl': '/avatars/d0eaf646e2d69def5ce1a549fbccf8c0.svg', 'fullname': 'sdan', 'name': 'sdan', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",7,False,sdan/simple-embeddings,NotSupported_PipelineLibraryPairNotSupported,2023-06-14T23:42:54.000Z,0,feature-extraction,False,model,False,90.4MB | 23MB,24117248.0,94791270.4,46,16-07-2024
46,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",5,False,Xenova/sentence_bert,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:26:51.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,47,16-07-2024
47,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",28,False,Xenova/e5-small-v2,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:27:02.000Z,3,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,48,16-07-2024
48,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",7,False,Xenova/SapBERT-from-PubMedBERT-fulltext,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:27:31.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,49,16-07-2024
49,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",25,False,Xenova/indobert-base-p1,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:28:05.000Z,0,feature-extraction,False,model,False,496MB | 248MB | 125MB,131072000.0,520093696.0,50,16-07-2024
50,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",6,False,Xenova/UMLSBert_ENG,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:28:40.000Z,1,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,51,16-07-2024
51,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/rubert-base-cased,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:29:28.000Z,0,feature-extraction,False,model,False,709MB | 355MB | 178MB,186646528.0,743440384.0,52,16-07-2024
52,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/kobert,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:29:53.000Z,0,feature-extraction,False,model,False,367MB | 184MB | 92.8MB,97307852.8,384827392.0,53,16-07-2024
53,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",32,False,Xenova/e5-small,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:30:04.000Z,0,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,54,16-07-2024
54,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",7,False,Xenova/e5-large,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:31:36.000Z,0,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,55,16-07-2024
55,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",228,False,Xenova/e5-large-v2,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:33:04.000Z,5,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,56,16-07-2024
56,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/e5-base,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:33:34.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,57,16-07-2024
57,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/e5-base-v2,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:34:04.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,58,16-07-2024
58,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",19,False,Xenova/multilingual-e5-base,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:06:38.000Z,2,feature-extraction,False,model,False,1.11GB | 555MB | 279MB,292552704.0,1191853424.64,59,16-07-2024
59,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",21,False,Xenova/instructor-base,NotSupported_PipelineLibraryPairNotSupported,2023-09-08T01:12:15.000Z,0,feature-extraction,False,model,False,552MB | 552MB | 140MB | 139MB | 495MB | 125MB | 439MB | 110MB,115343360.0,578813952.0,60,16-07-2024
60,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",13,False,Xenova/instructor-large,NotSupported_PipelineLibraryPairNotSupported,2023-09-08T01:14:24.000Z,1,feature-extraction,False,model,False,1.74GB | 1.74GB | 439MB | 438MB | 1.54GB | 388MB | 1.34GB | 337MB,353370112.0,1868310773.76,61,16-07-2024
61,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",14,False,Xenova/sentence-t5-large,NotSupported_PipelineLibraryPairNotSupported,2023-09-08T01:13:29.000Z,0,feature-extraction,False,model,False,1.74GB | 1.74GB | 439MB | 438MB | 1.54GB | 388MB | 1.34GB | 337MB,353370112.0,1868310773.76,62,16-07-2024
62,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",36,False,Xenova/multilingual-e5-small,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:34:41.000Z,2,feature-extraction,False,model,False,470MB | 235MB | 118MB,123731968.0,492830720.0,63,16-07-2024
63,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",41,False,Xenova/multilingual-e5-large,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:07:40.000Z,7,feature-extraction,False,model,False,546kB | 1.12GB | 562MB,559104.0,1202590842.88,64,16-07-2024
64,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",10,False,Xenova/mms-300m,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:08:21.000Z,0,feature-extraction,False,model,False,1.26GB | 632MB | 318MB,333447168.0,1352914698.24,65,16-07-2024
65,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/mms-1b,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:10:25.000Z,0,feature-extraction,False,model,False,1.13MB | 1.93GB | 969MB,1184890.88,2072321720.32,66,16-07-2024
66,Supabase,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/I4961jNG67wvlqZP1swzQ.png', 'fullname': 'Supabase', 'name': 'Supabase', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",6,False,Supabase/e5-small-v2,NotSupported_PipelineLibraryPairNotSupported,2024-03-18T18:03:35.000Z,1,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,67,16-07-2024
67,Supabase,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/I4961jNG67wvlqZP1swzQ.png', 'fullname': 'Supabase', 'name': 'Supabase', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",313460,False,Supabase/gte-small,NotSupported_PipelineLibraryPairNotSupported,2024-03-18T18:02:53.000Z,54,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,68,16-07-2024
68,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",18,False,Xenova/gte-base,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:35:12.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,69,16-07-2024
69,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",13,False,Xenova/gte-large,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:36:55.000Z,1,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,70,16-07-2024
70,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",62,False,Xenova/bge-small-en,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:37:08.000Z,0,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,71,16-07-2024
71,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/bge-base-en,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:37:37.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,72,16-07-2024
72,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/bge-large-en,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:39:10.000Z,0,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,73,16-07-2024
73,ggrn,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/ASNS3IY6apkwOG3k5ev1I.png', 'fullname': 'Greg Richardson', 'name': 'ggrn', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",3,False,ggrn/bge-small-en,NotSupported_PipelineLibraryPairNotSupported,2024-04-26T16:38:15.000Z,1,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,74,16-07-2024
74,Supabase,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/I4961jNG67wvlqZP1swzQ.png', 'fullname': 'Supabase', 'name': 'Supabase', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",4,False,Supabase/bge-small-en,NotSupported_PipelineLibraryPairNotSupported,2024-03-18T18:03:59.000Z,1,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,75,16-07-2024
75,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/bge-base-zh,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:40:46.000Z,0,feature-extraction,False,model,False,407MB | 204MB | 103MB,108003328.0,426770432.0,76,16-07-2024
76,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/bge-large-zh,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:42:17.000Z,0,feature-extraction,False,model,False,1.3GB | 650MB | 327MB,342884352.0,1395864371.2,77,16-07-2024
77,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",3,False,Xenova/bge-large-zh-noinstruct,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:43:43.000Z,0,feature-extraction,False,model,False,1.3GB | 650MB | 327MB,342884352.0,1395864371.2,78,16-07-2024
78,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",5,False,Xenova/bge-small-zh,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:44:55.000Z,1,feature-extraction,False,model,False,94.9MB | 47.5MB | 24MB,25165824.0,99509862.4,79,16-07-2024
79,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/ClinicalBERT,NotSupported_PipelineLibraryPairNotSupported,2024-03-15T03:21:24.000Z,0,feature-extraction,False,model,False,909MB | 455MB | 229MB,240123904.0,953155584.0,80,16-07-2024
80,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",7,False,Xenova/LaBSE,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:47:17.000Z,0,feature-extraction,False,model,False,1.88GB | 941MB | 472MB,494927872.0,2018634629.12,81,16-07-2024
81,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",3,False,Xenova/wavlm-base,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:10:39.000Z,0,feature-extraction,False,model,False,378MB | 189MB | 95.4MB,100034150.4,396361728.0,82,16-07-2024
82,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",5,False,Xenova/wavlm-base-plus,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:10:51.000Z,0,feature-extraction,False,model,False,378MB | 189MB | 95.4MB,100034150.4,396361728.0,83,16-07-2024
83,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",5,False,Xenova/wavlm-large,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:11:38.000Z,1,feature-extraction,False,model,False,1.26GB | 632MB | 318MB,333447168.0,1352914698.24,84,16-07-2024
84,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",15,False,Xenova/sentence-camembert-large,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:12:16.000Z,0,feature-extraction,False,model,False,1.34GB | 672MB | 339MB,355467264.0,1438814044.16,85,16-07-2024
85,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",5,False,Xenova/herbert-base-cased,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:47:50.000Z,0,feature-extraction,False,model,False,496MB | 248MB | 125MB,131072000.0,520093696.0,86,16-07-2024
86,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",5,False,Xenova/herbert-large-cased,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:49:27.000Z,0,feature-extraction,False,model,False,1.42GB | 709MB | 357MB,374341632.0,1524713390.08,87,16-07-2024
87,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",3669,False,Xenova/bge-large-en-v1.5,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:50:51.000Z,4,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,88,16-07-2024
88,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",76139,False,Xenova/bge-base-en-v1.5,NotSupported_PipelineLibraryPairNotSupported,2024-07-15T10:15:23.000Z,6,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,89,16-07-2024
89,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",574,False,Xenova/bge-small-en-v1.5,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:51:27.000Z,8,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,90,16-07-2024
90,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",7,False,Xenova/bge-large-zh-v1.5,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:53:05.000Z,3,feature-extraction,False,model,False,1.3GB | 650MB | 327MB,342884352.0,1395864371.2,91,16-07-2024
91,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",9,False,Xenova/bge-base-zh-v1.5,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:53:28.000Z,1,feature-extraction,False,model,False,407MB | 204MB | 103MB,108003328.0,426770432.0,92,16-07-2024
92,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",47,False,Xenova/bge-small-zh-v1.5,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:53:37.000Z,1,feature-extraction,False,model,False,94.9MB | 47.5MB | 24MB,25165824.0,99509862.4,93,16-07-2024
93,leolee9086,"{'avatarUrl': '/avatars/17824253cbfc896d18ec000218de9a22.svg', 'fullname': 'liyuzhang', 'name': 'leolee9086', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",50,False,leolee9086/text2vec-base-chinese,NotSupported_PipelineLibraryPairNotSupported,2023-09-19T17:29:13.000Z,0,feature-extraction,False,model,False,103MB,108003328.0,108003328.0,94,16-07-2024
94,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/long-t5-encodec-tglobal-base,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:12:59.000Z,0,feature-extraction,False,model,False,922MB | 463MB | 291MB,305135616.0,966787072.0,95,16-07-2024
95,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",27745,False,Xenova/jina-embeddings-v2-small-en,NotSupported_CustomCode,2024-03-12T01:53:46.000Z,1,feature-extraction,False,model,False,130MB | 65MB | 32.8MB,34393292.8,136314880.0,96,16-07-2024
96,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2509,False,Xenova/jina-embeddings-v2-base-en,NotSupported_CustomCode,2024-03-12T01:54:17.000Z,7,feature-extraction,False,model,False,547MB | 274MB | 138MB,144703488.0,573571072.0,97,16-07-2024
97,do-me,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/noauth/IiercF_qxHWize2kitl9X.jpeg', 'fullname': 'Dominik Weckmüller', 'name': 'do-me', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",3,False,do-me/jina-embeddings-v2-base-en,NotSupported_CustomCode,2023-10-29T16:31:39.000Z,0,feature-extraction,False,model,False,547MB,573571072.0,573571072.0,98,16-07-2024
98,do-me,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/noauth/IiercF_qxHWize2kitl9X.jpeg', 'fullname': 'Dominik Weckmüller', 'name': 'do-me', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",2,False,do-me/jina-embeddings-v2-small-en,NotSupported_CustomCode,2023-10-27T21:44:50.000Z,0,feature-extraction,False,model,False,130MB,136314880.0,136314880.0,99,16-07-2024
99,ProsESportu,"{'avatarUrl': '/avatars/7807276afdbbb6321d7a108a00879b9e.svg', 'fullname': 'Tomasz Hajduga', 'name': 'ProsESportu', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",1,False,ProsESportu/mpweb,NotSupported_PipelineLibraryPairNotSupported,2023-11-22T17:52:21.000Z,0,feature-extraction,False,model,False,436MB,457179136.0,457179136.0,100,16-07-2024
