,author,authorData,downloads,gated,id,inference,lastModified,likes,pipeline_tag,private,repoType,isLikedByUser,widgetOutputUrls,sizes,min_size,max_size,trending,mined_date
0,nomic-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/641f01fe6d51620635e118e9/wy0ax27ok1-uHWoUAHSEs.png', 'fullname': 'Nomic AI', 'name': 'nomic-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",451350,False,nomic-ai/nomic-embed-text-v1.5,cold,2024-08-01T19:47:48.000Z,330,sentence-similarity,False,model,False,[],548MB | 138MB,144703488.0,574619648.0,1,25-08-2024
1,Alibaba-NLP,"{'avatarUrl': 'https://www.gravatar.com/avatar/1ae3fd9f5b9356f196c997d93eb23038?d=retro&size=100', 'fullname': 'Alibaba-NLP', 'name': 'Alibaba-NLP', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",1952769,False,Alibaba-NLP/gte-large-en-v1.5,loading,2024-08-09T03:32:05.000Z,148,sentence-similarity,False,model,False,[],1.75GB | 361MB | 873MB | 446MB | 387MB | 446MB | 446MB,378535936.0,1879048192.0,2,25-08-2024
2,jinaai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/AFoybzd5lpBQXEBrQHuTt.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",126350,False,jinaai/jina-embeddings-v2-base-code,cold,2024-04-22T08:34:12.000Z,48,feature-extraction,False,model,False,,642MB | 321MB | 162MB,169869312.0,673185792.0,3,25-08-2024
3,Snowflake,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/64ba2f59a6ccf0f64b4ad254/eTDA37yFwUVP45c1WTSs2.png', 'fullname': 'Snowflake', 'name': 'Snowflake', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",46288,False,Snowflake/snowflake-arctic-embed-m,not-popular-enough,2024-08-20T18:13:09.000Z,120,sentence-similarity,False,model,False,[],436MB | 144MB | 218MB | 110MB | 149MB | 110MB | 110MB,115343360.0,457179136.0,4,25-08-2024
4,nomic-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/641f01fe6d51620635e118e9/wy0ax27ok1-uHWoUAHSEs.png', 'fullname': 'Nomic AI', 'name': 'nomic-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",723445,False,nomic-ai/nomic-embed-text-v1,loading,2024-08-01T20:09:52.000Z,430,sentence-similarity,False,model,False,[],548MB | 138MB,144703488.0,574619648.0,5,25-08-2024
5,mixedbread-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/643ee0870d1194da249bd7fe/voYdYlFgQH5vyMwyMNluZ.png', 'fullname': 'Mixedbread', 'name': 'mixedbread-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",2089712,False,mixedbread-ai/mxbai-embed-large-v1,cold,2024-08-13T02:58:46.000Z,465,feature-extraction,False,model,False,,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,6,25-08-2024
6,Alibaba-NLP,"{'avatarUrl': 'https://www.gravatar.com/avatar/1ae3fd9f5b9356f196c997d93eb23038?d=retro&size=100', 'fullname': 'Alibaba-NLP', 'name': 'Alibaba-NLP', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",630397,False,Alibaba-NLP/gte-base-en-v1.5,custom-code,2024-08-06T12:01:24.000Z,43,sentence-similarity,False,model,False,[],556MB | 167MB | 278MB | 147MB | 174MB | 147MB | 147MB,154140672.0,583008256.0,7,25-08-2024
7,Snowflake,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/64ba2f59a6ccf0f64b4ad254/eTDA37yFwUVP45c1WTSs2.png', 'fullname': 'Snowflake', 'name': 'Snowflake', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",6026,False,Snowflake/snowflake-arctic-embed-m-v1.5,not-popular-enough,2024-08-20T18:11:12.000Z,40,sentence-similarity,False,model,False,[],436MB | 144MB | 218MB | 110MB | 149MB | 110MB | 110MB,115343360.0,457179136.0,8,25-08-2024
8,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",6797,False,Xenova/paraphrase-multilingual-mpnet-base-v2,pipeline-library-pair-not-supported,2024-03-21T12:05:28.000Z,3,feature-extraction,False,model,False,,1.11GB | 555MB | 279MB,292552704.0,1191853424.64,9,25-08-2024
9,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",3189,False,Xenova/multilingual-e5-large,pipeline-library-pair-not-supported,2024-03-21T12:07:40.000Z,8,feature-extraction,False,model,False,,546kB | 1.12GB | 562MB,559104.0,1202590842.88,10,25-08-2024
