,author,authorData,downloads,gated,id,inference,lastModified,likes,pipeline_tag,private,repoType,isLikedByUser,sizes,min_size,max_size,trending,mined_date
53,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",8,False,Xenova/e5-large,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:31:36.000Z,0,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,54,20-07-2024
54,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",304,False,Xenova/e5-large-v2,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:33:04.000Z,5,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,55,20-07-2024
55,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/e5-base,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:33:34.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,56,20-07-2024
56,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/e5-base-v2,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:34:04.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,57,20-07-2024
57,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",22,False,Xenova/multilingual-e5-base,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:06:38.000Z,2,feature-extraction,False,model,False,1.11GB | 555MB | 279MB,292552704.0,1191853424.64,58,20-07-2024
58,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",21,False,Xenova/instructor-base,NotSupported_PipelineLibraryPairNotSupported,2023-09-08T01:12:15.000Z,0,feature-extraction,False,model,False,552MB | 552MB | 140MB | 139MB | 495MB | 125MB | 439MB | 110MB,115343360.0,578813952.0,59,20-07-2024
59,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",14,False,Xenova/instructor-large,NotSupported_PipelineLibraryPairNotSupported,2023-09-08T01:14:24.000Z,1,feature-extraction,False,model,False,1.74GB | 1.74GB | 439MB | 438MB | 1.54GB | 388MB | 1.34GB | 337MB,353370112.0,1868310773.76,60,20-07-2024
60,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",14,False,Xenova/sentence-t5-large,NotSupported_PipelineLibraryPairNotSupported,2023-09-08T01:13:29.000Z,0,feature-extraction,False,model,False,1.74GB | 1.74GB | 439MB | 438MB | 1.54GB | 388MB | 1.34GB | 337MB,353370112.0,1868310773.76,61,20-07-2024
61,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",74,False,Xenova/multilingual-e5-small,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:34:41.000Z,2,feature-extraction,False,model,False,470MB | 235MB | 118MB,123731968.0,492830720.0,62,20-07-2024
62,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",69,False,Xenova/multilingual-e5-large,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:07:40.000Z,7,feature-extraction,False,model,False,546kB | 1.12GB | 562MB,559104.0,1202590842.88,63,20-07-2024
63,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",10,False,Xenova/mms-300m,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:08:21.000Z,0,feature-extraction,False,model,False,1.26GB | 632MB | 318MB,333447168.0,1352914698.24,64,20-07-2024
64,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/mms-1b,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:10:25.000Z,0,feature-extraction,False,model,False,1.13MB | 1.93GB | 969MB,1184890.88,2072321720.32,65,20-07-2024
65,Supabase,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/I4961jNG67wvlqZP1swzQ.png', 'fullname': 'Supabase', 'name': 'Supabase', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",6,False,Supabase/e5-small-v2,NotSupported_PipelineLibraryPairNotSupported,2024-03-18T18:03:35.000Z,1,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,66,20-07-2024
66,Supabase,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/I4961jNG67wvlqZP1swzQ.png', 'fullname': 'Supabase', 'name': 'Supabase', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",772,False,Supabase/all-MiniLM-L6-v2,NotSupported_PipelineLibraryPairNotSupported,2024-03-18T18:04:18.000Z,3,feature-extraction,False,model,False,90.4MB | 45.3MB | 23MB,24117248.0,94791270.4,67,20-07-2024
67,Supabase,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/I4961jNG67wvlqZP1swzQ.png', 'fullname': 'Supabase', 'name': 'Supabase', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",466277,False,Supabase/gte-small,NotSupported_PipelineLibraryPairNotSupported,2024-03-18T18:02:53.000Z,54,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,68,20-07-2024
68,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",765,False,Xenova/gte-small,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T00:54:08.000Z,13,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,69,20-07-2024
69,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",26,False,Xenova/gte-base,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:35:12.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,70,20-07-2024
70,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",20,False,Xenova/gte-large,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:36:55.000Z,1,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,71,20-07-2024
71,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",61,False,Xenova/bge-small-en,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:37:08.000Z,0,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,72,20-07-2024
72,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/bge-base-en,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:37:37.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,73,20-07-2024
73,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",6,False,Xenova/bge-large-en,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:39:10.000Z,0,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,74,20-07-2024
74,ggrn,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/ASNS3IY6apkwOG3k5ev1I.png', 'fullname': 'Greg Richardson', 'name': 'ggrn', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",3,False,ggrn/bge-small-en,NotSupported_PipelineLibraryPairNotSupported,2024-04-26T16:38:15.000Z,1,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,75,20-07-2024
75,Supabase,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/I4961jNG67wvlqZP1swzQ.png', 'fullname': 'Supabase', 'name': 'Supabase', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",8,False,Supabase/bge-small-en,NotSupported_PipelineLibraryPairNotSupported,2024-03-18T18:03:59.000Z,1,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,76,20-07-2024
76,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/bge-base-zh,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:40:46.000Z,0,feature-extraction,False,model,False,407MB | 204MB | 103MB,108003328.0,426770432.0,77,20-07-2024
77,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/bge-large-zh,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:42:17.000Z,0,feature-extraction,False,model,False,1.3GB | 650MB | 327MB,342884352.0,1395864371.2,78,20-07-2024
78,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",3,False,Xenova/bge-large-zh-noinstruct,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:43:43.000Z,0,feature-extraction,False,model,False,1.3GB | 650MB | 327MB,342884352.0,1395864371.2,79,20-07-2024
79,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",5,False,Xenova/bge-small-zh,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:44:55.000Z,1,feature-extraction,False,model,False,94.9MB | 47.5MB | 24MB,25165824.0,99509862.4,80,20-07-2024
80,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/ClinicalBERT,NotSupported_PipelineLibraryPairNotSupported,2024-03-15T03:21:24.000Z,0,feature-extraction,False,model,False,909MB | 455MB | 229MB,240123904.0,953155584.0,81,20-07-2024
81,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",7,False,Xenova/LaBSE,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:47:17.000Z,0,feature-extraction,False,model,False,1.88GB | 941MB | 472MB,494927872.0,2018634629.12,82,20-07-2024
82,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",3,False,Xenova/wavlm-base,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:10:39.000Z,0,feature-extraction,False,model,False,378MB | 189MB | 95.4MB,100034150.4,396361728.0,83,20-07-2024
83,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",5,False,Xenova/wavlm-base-plus,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:10:51.000Z,0,feature-extraction,False,model,False,378MB | 189MB | 95.4MB,100034150.4,396361728.0,84,20-07-2024
84,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",5,False,Xenova/wavlm-large,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:11:38.000Z,1,feature-extraction,False,model,False,1.26GB | 632MB | 318MB,333447168.0,1352914698.24,85,20-07-2024
85,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",15,False,Xenova/sentence-camembert-large,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:12:16.000Z,0,feature-extraction,False,model,False,1.34GB | 672MB | 339MB,355467264.0,1438814044.16,86,20-07-2024
86,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/herbert-base-cased,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:47:50.000Z,0,feature-extraction,False,model,False,496MB | 248MB | 125MB,131072000.0,520093696.0,87,20-07-2024
87,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",5,False,Xenova/herbert-large-cased,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:49:27.000Z,0,feature-extraction,False,model,False,1.42GB | 709MB | 357MB,374341632.0,1524713390.08,88,20-07-2024
88,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",3962,False,Xenova/bge-large-en-v1.5,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:50:51.000Z,4,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,89,20-07-2024
89,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",153224,False,Xenova/bge-base-en-v1.5,NotSupported_PipelineLibraryPairNotSupported,2024-07-15T10:15:23.000Z,6,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,90,20-07-2024
90,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",8,False,Xenova/bge-large-zh-v1.5,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:53:05.000Z,3,feature-extraction,False,model,False,1.3GB | 650MB | 327MB,342884352.0,1395864371.2,91,20-07-2024
91,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",11,False,Xenova/bge-base-zh-v1.5,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:53:28.000Z,1,feature-extraction,False,model,False,407MB | 204MB | 103MB,108003328.0,426770432.0,92,20-07-2024
92,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",90,False,Xenova/bge-small-zh-v1.5,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:53:37.000Z,1,feature-extraction,False,model,False,94.9MB | 47.5MB | 24MB,25165824.0,99509862.4,93,20-07-2024
93,leolee9086,"{'avatarUrl': '/avatars/17824253cbfc896d18ec000218de9a22.svg', 'fullname': 'liyuzhang', 'name': 'leolee9086', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",72,False,leolee9086/text2vec-base-chinese,NotSupported_PipelineLibraryPairNotSupported,2023-09-19T17:29:13.000Z,0,feature-extraction,False,model,False,103MB,108003328.0,108003328.0,94,20-07-2024
94,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/long-t5-encodec-tglobal-base,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:12:59.000Z,0,feature-extraction,False,model,False,922MB | 463MB | 291MB,305135616.0,966787072.0,95,20-07-2024
95,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",29568,False,Xenova/jina-embeddings-v2-small-en,NotSupported_CustomCode,2024-03-12T01:53:46.000Z,1,feature-extraction,False,model,False,130MB | 65MB | 32.8MB,34393292.8,136314880.0,96,20-07-2024
96,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2774,False,Xenova/jina-embeddings-v2-base-en,NotSupported_CustomCode,2024-03-12T01:54:17.000Z,7,feature-extraction,False,model,False,547MB | 274MB | 138MB,144703488.0,573571072.0,97,20-07-2024
97,do-me,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/noauth/IiercF_qxHWize2kitl9X.jpeg', 'fullname': 'Dominik Weckmüller', 'name': 'do-me', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",3,False,do-me/jina-embeddings-v2-base-en,NotSupported_CustomCode,2023-10-29T16:31:39.000Z,0,feature-extraction,False,model,False,547MB,573571072.0,573571072.0,98,20-07-2024
98,do-me,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/noauth/IiercF_qxHWize2kitl9X.jpeg', 'fullname': 'Dominik Weckmüller', 'name': 'do-me', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",3,False,do-me/jina-embeddings-v2-small-en,NotSupported_CustomCode,2023-10-27T21:44:50.000Z,0,feature-extraction,False,model,False,130MB,136314880.0,136314880.0,99,20-07-2024
99,ProsESportu,"{'avatarUrl': '/avatars/7807276afdbbb6321d7a108a00879b9e.svg', 'fullname': 'Tomasz Hajduga', 'name': 'ProsESportu', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",1,False,ProsESportu/mpweb,NotSupported_PipelineLibraryPairNotSupported,2023-11-22T17:52:21.000Z,0,feature-extraction,False,model,False,436MB,457179136.0,457179136.0,100,20-07-2024
100,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",9,False,Xenova/clap-htsat-unfused,NotSupported_PipelineLibraryPairNotSupported,2024-03-17T14:55:51.000Z,0,feature-extraction,False,model,False,619MB | 312MB | 161MB,168820736.0,649068544.0,101,20-07-2024
101,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/tiny-random-ClapModel,NotSupported_PipelineLibraryPairNotSupported,2024-03-17T14:56:40.000Z,0,feature-extraction,False,model,False,14.8MB | 9.3MB | 6.34MB,6647971.84,15518924.8,102,20-07-2024
102,WhereIsAI,"{'avatarUrl': 'https://www.gravatar.com/avatar/e81bd32cb5ee88835824ad6b60d05697?d=retro&size=100', 'fullname': 'WhereIsAI', 'name': 'WhereIsAI', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",448856,False,WhereIsAI/UAE-Large-V1,Cold,2024-07-18T07:45:42.000Z,195,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,103,20-07-2024
103,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/larger_clap_general,NotSupported_PipelineLibraryPairNotSupported,2024-03-17T15:01:03.000Z,0,feature-extraction,False,model,False,783MB | 395MB | 205MB,214958080.0,821035008.0,104,20-07-2024
104,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",19,False,Xenova/larger_clap_music_and_speech,NotSupported_PipelineLibraryPairNotSupported,2024-03-17T15:10:25.000Z,2,feature-extraction,False,model,False,783MB | 395MB | 205MB,214958080.0,821035008.0,105,20-07-2024
105,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/conv-bert-base,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:17:07.000Z,0,feature-extraction,False,model,False,423MB | 212MB | 107MB,112197632.0,443547648.0,106,20-07-2024
106,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/conv-bert-medium-small,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:17:16.000Z,0,feature-extraction,False,model,False,70.4MB | 35.6MB | 18.6MB,19503513.6,73819750.4,107,20-07-2024
107,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/electra-base-discriminator,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:18:00.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,108,20-07-2024
