,author,authorData,downloads,gated,id,inference,lastModified,likes,pipeline_tag,private,repoType,isLikedByUser,widgetOutputUrls,sizes,min_size,max_size,trending,mined_date
0,nomic-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/641f01fe6d51620635e118e9/wy0ax27ok1-uHWoUAHSEs.png', 'fullname': 'Nomic AI', 'name': 'nomic-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': True, 'followerCount': 203}",447984,False,nomic-ai/nomic-embed-text-v1.5,custom-code,2024-08-26T20:51:30.000Z,416,sentence-similarity,False,model,False,[],548MB | 138MB,144703488.0,574619648.0,1,12-11-2024
1,mixedbread-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/643ee0870d1194da249bd7fe/voYdYlFgQH5vyMwyMNluZ.png', 'fullname': 'Mixedbread', 'name': 'mixedbread-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False, 'followerCount': 71}",3213549,False,mixedbread-ai/mxbai-embed-large-v1,cold,2024-10-28T08:32:06.000Z,539,feature-extraction,False,model,False,,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,2,12-11-2024
2,nomic-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/641f01fe6d51620635e118e9/wy0ax27ok1-uHWoUAHSEs.png', 'fullname': 'Nomic AI', 'name': 'nomic-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': True, 'followerCount': 203}",487833,False,nomic-ai/nomic-embed-text-v1,custom-code,2024-09-26T14:42:37.000Z,460,sentence-similarity,False,model,False,[],548MB | 138MB,144703488.0,574619648.0,3,12-11-2024
3,WhereIsAI,"{'avatarUrl': 'https://www.gravatar.com/avatar/e81bd32cb5ee88835824ad6b60d05697?d=retro&size=100', 'fullname': 'WhereIsAI', 'name': 'WhereIsAI', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False, 'followerCount': 10}",1143826,False,WhereIsAI/UAE-Large-V1,cold,2024-07-28T05:49:12.000Z,211,feature-extraction,False,model,False,,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,4,12-11-2024
4,jinaai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/AFoybzd5lpBQXEBrQHuTt.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False, 'followerCount': 274}",33166,False,jinaai/jina-embeddings-v2-base-code,explicit-opt-out,2024-04-22T08:34:12.000Z,70,feature-extraction,False,model,False,,642MB | 321MB | 162MB,169869312.0,673185792.0,5,12-11-2024
5,mixedbread-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/643ee0870d1194da249bd7fe/voYdYlFgQH5vyMwyMNluZ.png', 'fullname': 'Mixedbread', 'name': 'mixedbread-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False, 'followerCount': 71}",36078,False,mixedbread-ai/deepset-mxbai-embed-de-large-v1,not-popular-enough,2024-08-13T02:59:22.000Z,41,feature-extraction,False,model,False,,1.94GB | 907MB | 973MB | 488MB | 926MB | 539MB | 488MB | 488MB,511705088.0,2083059138.56,6,12-11-2024
6,Supabase,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63267719ff539edeea96336a/I4961jNG67wvlqZP1swzQ.png', 'fullname': 'Supabase', 'name': 'Supabase', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False, 'followerCount': 21}",377366,False,Supabase/gte-small,pipeline-library-pair-not-supported,2024-03-18T18:02:53.000Z,66,feature-extraction,False,model,False,,133MB | 66.7MB | 34MB,35651584.0,139460608.0,7,12-11-2024
7,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False, 'followerCount': 3683}",1518,False,Xenova/gte-small,pipeline-library-pair-not-supported,2024-10-08T13:29:22.000Z,14,feature-extraction,False,model,False,,133MB | 66.7MB | 34MB,35651584.0,139460608.0,8,12-11-2024
8,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False, 'followerCount': 3683}",39,False,Xenova/LaBSE,pipeline-library-pair-not-supported,2024-10-08T13:41:13.000Z,1,feature-extraction,False,model,False,,1.88GB | 941MB | 472MB,494927872.0,2018634629.12,9,12-11-2024
9,jinaai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/AFoybzd5lpBQXEBrQHuTt.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False, 'followerCount': 274}",33266,False,jinaai/jina-embeddings-v2-base-zh,explicit-opt-out,2024-08-06T14:43:26.000Z,204,feature-extraction,False,model,False,,641MB | 321MB | 162MB,169869312.0,672137216.0,10,12-11-2024
