,author,authorData,downloads,gated,id,availableInferenceProviders,lastModified,likes,pipeline_tag,private,repoType,isLikedByUser,widgetOutputUrls,numParameters,sizes,min_size,max_size,trending,mined_date
0,nomic-ai,"{'_id': '641f0267863b87326f467c42', 'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/641f01fe6d51620635e118e9/wy0ax27ok1-uHWoUAHSEs.png', 'fullname': 'Nomic AI', 'name': 'nomic-ai', 'type': 'org', 'isHf': False, 'isHfAdmin': False, 'isMod': False, 'isEnterprise': True, 'plan': 'team', 'followerCount': 925}",1933419,False,nomic-ai/nomic-embed-text-v1.5,[],2025-07-21T17:44:14.000Z,720,sentence-similarity,False,model,False,[],136731648.0,547MB | 158MB | 274MB | 137MB | 165MB | 111MB | 137MB | 137MB,116391936.0,573571072.0,1,15-10-2025
1,Alibaba-NLP,"{'_id': '661f98de142a51d630dbbcc4', 'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63fc4c00a3c067e62899d32b/dfd_EcIfylvu3sdc2WMqX.png', 'fullname': 'Alibaba-NLP', 'name': 'Alibaba-NLP', 'type': 'org', 'isHf': False, 'isHfAdmin': False, 'isMod': False, 'isEnterprise': False, 'followerCount': 1265}",45156,False,Alibaba-NLP/gte-modernbert-base,"[{'provider': 'hf-inference', 'modelStatus': 'live', 'providerStatus': 'live', 'providerId': 'Alibaba-NLP/gte-modernbert-base', 'task': 'sentence-similarity', 'isModelAuthor': False}]",2025-07-04T10:03:26.000Z,183,sentence-similarity,False,model,False,[],149014272.0,596MB | 217MB | 298MB | 150MB | 224MB | 140MB | 150MB | 150MB,146800640.0,624951296.0,2,15-10-2025
2,jinaai,"{'_id': '63563e0c2d14fcd7d83743cf', 'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/wD54VbAHHyHop3uYlJKl4.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isHfAdmin': False, 'isMod': False, 'isEnterprise': True, 'plan': 'team', 'followerCount': 1382}",81640,False,jinaai/jina-embeddings-v2-base-code,[],2025-01-06T16:28:09.000Z,124,feature-extraction,False,model,False,,160869120.0,642MB | 321MB | 162MB,169869312.0,673185792.0,3,15-10-2025
3,jinaai,"{'_id': '63563e0c2d14fcd7d83743cf', 'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/wD54VbAHHyHop3uYlJKl4.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isHfAdmin': False, 'isMod': False, 'isEnterprise': True, 'plan': 'team', 'followerCount': 1382}",61570,False,jinaai/jina-embeddings-v2-base-zh,[],2025-01-06T16:25:19.000Z,245,feature-extraction,False,model,False,,160813824.0,641MB | 321MB | 162MB,169869312.0,672137216.0,4,15-10-2025
4,nomic-ai,"{'_id': '641f0267863b87326f467c42', 'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/641f01fe6d51620635e118e9/wy0ax27ok1-uHWoUAHSEs.png', 'fullname': 'Nomic AI', 'name': 'nomic-ai', 'type': 'org', 'isHf': False, 'isHfAdmin': False, 'isMod': False, 'isEnterprise': True, 'plan': 'team', 'followerCount': 925}",762610,False,nomic-ai/nomic-embed-text-v1,[],2025-03-31T17:40:51.000Z,543,sentence-similarity,False,model,False,[],136731648.0,548MB | 138MB,144703488.0,574619648.0,5,15-10-2025
5,mixedbread-ai,"{'_id': '6579b8e83db8c022afd86d63', 'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/643ee0870d1194da249bd7fe/voYdYlFgQH5vyMwyMNluZ.png', 'fullname': 'Mixedbread', 'name': 'mixedbread-ai', 'type': 'org', 'isHf': False, 'isHfAdmin': False, 'isMod': False, 'isEnterprise': True, 'plan': 'team', 'followerCount': 277}",2519654,False,mixedbread-ai/mxbai-embed-large-v1,"[{'provider': 'hf-inference', 'modelStatus': 'live', 'providerStatus': 'live', 'providerId': 'mixedbread-ai/mxbai-embed-large-v1', 'task': 'feature-extraction', 'isModelAuthor': False}]",2025-03-13T04:15:03.000Z,731,feature-extraction,False,model,False,,335141888.0,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,6,15-10-2025
6,Snowflake,"{'_id': '62cece4aa3a23014aca72499', 'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/64dc52cf858f8a41c12fc819/O9-MWzRjWzbNP_DQlMb-7.png', 'fullname': 'Snowflake', 'name': 'Snowflake', 'type': 'org', 'isHf': False, 'isHfAdmin': False, 'isMod': False, 'isEnterprise': True, 'plan': 'team', 'followerCount': 620}",402651,False,Snowflake/snowflake-arctic-embed-m,"[{'provider': 'hf-inference', 'modelStatus': 'live', 'providerStatus': 'live', 'providerId': 'Snowflake/snowflake-arctic-embed-m', 'task': 'sentence-similarity', 'isModelAuthor': False}]",2024-12-13T20:51:22.000Z,159,sentence-similarity,False,model,False,[],108891648.0,436MB | 144MB | 218MB | 110MB | 149MB | 110MB | 110MB,115343360.0,457179136.0,7,15-10-2025
7,Alibaba-NLP,"{'_id': '661f98de142a51d630dbbcc4', 'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63fc4c00a3c067e62899d32b/dfd_EcIfylvu3sdc2WMqX.png', 'fullname': 'Alibaba-NLP', 'name': 'Alibaba-NLP', 'type': 'org', 'isHf': False, 'isHfAdmin': False, 'isMod': False, 'isEnterprise': False, 'followerCount': 1265}",470093,False,Alibaba-NLP/gte-base-en-v1.5,[],2024-11-15T14:10:57.000Z,68,sentence-similarity,False,model,False,[],136776192.0,556MB | 167MB | 278MB | 147MB | 174MB | 147MB | 147MB,154140672.0,583008256.0,8,15-10-2025
8,Alibaba-NLP,"{'_id': '661f98de142a51d630dbbcc4', 'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/63fc4c00a3c067e62899d32b/dfd_EcIfylvu3sdc2WMqX.png', 'fullname': 'Alibaba-NLP', 'name': 'Alibaba-NLP', 'type': 'org', 'isHf': False, 'isHfAdmin': False, 'isMod': False, 'isEnterprise': False, 'followerCount': 1265}",2453855,False,Alibaba-NLP/gte-large-en-v1.5,[],2024-08-09T03:32:05.000Z,223,sentence-similarity,False,model,False,[],434139136.0,1.75GB | 361MB | 873MB | 446MB | 387MB | 446MB | 446MB,378535936.0,1879048192.0,9,15-10-2025
9,onnx-community,"{'_id': '6650b4b7edd332b9444083a4', 'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/BpiYJ-m5mXPXfjkzEt6yZ.png', 'fullname': 'ONNX Community', 'name': 'onnx-community', 'type': 'org', 'isHf': False, 'isHfAdmin': False, 'isMod': False, 'isEnterprise': False, 'followerCount': 1174}",982,False,onnx-community/gte-multilingual-base,[],2024-10-08T13:53:56.000Z,9,feature-extraction,False,model,False,,,1.26GB | 866MB | 628MB | 340MB | 873MB | 465MB | 340MB | 340MB,356515840.0,1352914698.24,10,15-10-2025
